Year,Month,Day,Hour,Minute,Close
2023,4,8,13,18,28032.23000000
2023,4,8,13,19,28031.99000000
2023,4,8,13,20,28030.00000000
2023,4,8,13,21,28020.28000000
2023,4,8,13,22,28019.30000000
2023,4,8,13,23,28023.44000000
2023,4,8,13,24,28023.44000000
2023,4,8,13,25,28022.88000000
2023,4,8,13,26,28017.57000000
2023,4,8,13,27,28017.43000000
2023,4,8,13,28,28017.42000000
2023,4,8,13,29,28017.16000000
2023,4,8,13,30,28026.98000000
2023,4,8,13,31,28026.16000000
2023,4,8,13,32,28026.16000000
2023,4,8,13,33,28026.24000000
2023,4,8,13,34,28030.00000000
2023,4,8,13,35,28030.00000000
2023,4,8,13,36,28029.99000000
2023,4,8,13,37,28029.40000000
2023,4,8,13,38,28029.41000000
2023,4,8,13,39,28028.76000000
2023,4,8,13,40,28028.20000000
2023,4,8,13,41,28022.40000000
2023,4,8,13,42,28022.40000000
2023,4,8,13,43,28002.66000000
2023,4,8,13,44,27995.26000000
2023,4,8,13,45,28002.64000000
2023,4,8,13,46,28005.76000000
2023,4,8,13,47,28006.67000000
2023,4,8,13,48,28007.59000000
2023,4,8,13,49,28007.58000000
2023,4,8,13,50,28006.76000000
2023,4,8,13,51,28006.75000000
2023,4,8,13,52,28010.14000000
2023,4,8,13,53,28009.99000000
2023,4,8,13,54,28009.41000000
2023,4,8,13,55,28009.41000000
2023,4,8,13,56,28008.58000000
2023,4,8,13,57,28008.42000000
2023,4,8,13,58,28008.43000000
2023,4,8,13,59,28011.62000000
2023,4,8,14,0,28014.32000000
2023,4,8,14,1,28016.70000000
2023,4,8,14,2,28016.64000000
2023,4,8,14,3,28015.03000000
2023,4,8,14,4,28015.03000000
2023,4,8,14,5,28015.03000000
2023,4,8,14,6,28015.04000000
2023,4,8,14,7,28015.04000000
2023,4,8,14,8,28015.04000000
2023,4,8,14,9,28015.03000000
2023,4,8,14,10,28015.03000000
2023,4,8,14,11,28015.22000000
2023,4,8,14,12,28020.15000000
2023,4,8,14,13,28009.71000000
2023,4,8,14,14,28009.62000000
2023,4,8,14,15,28009.56000000
2023,4,8,14,16,28009.57000000
2023,4,8,14,17,28009.57000000
2023,4,8,14,18,28009.58000000
2023,4,8,14,19,28009.57000000
2023,4,8,14,20,28009.59000000
2023,4,8,14,21,28009.59000000
2023,4,8,14,22,28009.58000000
2023,4,8,14,23,28009.58000000
2023,4,8,14,24,27996.42000000
2023,4,8,14,25,27990.57000000
2023,4,8,14,26,28020.13000000
2023,4,8,14,27,28021.81000000
2023,4,8,14,28,28024.05000000
2023,4,8,14,29,28026.72000000
2023,4,8,14,30,28024.81000000
2023,4,8,14,31,28026.24000000
2023,4,8,14,32,28030.36000000
2023,4,8,14,33,28032.40000000
2023,4,8,14,34,28032.40000000
2023,4,8,14,35,28032.41000000
2023,4,8,14,36,28032.42000000
2023,4,8,14,37,28031.55000000
2023,4,8,14,38,28031.56000000
2023,4,8,14,39,28031.56000000
2023,4,8,14,40,28031.56000000
2023,4,8,14,41,28025.79000000
2023,4,8,14,42,28016.85000000
2023,4,8,14,43,28017.89000000
2023,4,8,14,44,28017.88000000
2023,4,8,14,45,28024.24000000
2023,4,8,14,46,28024.35000000
2023,4,8,14,47,28023.09000000
2023,4,8,14,48,28023.08000000
2023,4,8,14,49,28023.08000000
2023,4,8,14,50,28023.09000000
2023,4,8,14,51,28019.04000000
2023,4,8,14,52,28017.11000000
2023,4,8,14,53,28010.57000000
2023,4,8,14,54,28007.82000000
2023,4,8,14,55,28012.27000000
2023,4,8,14,56,28012.27000000
2023,4,8,14,57,28016.66000000
2023,4,8,14,58,28016.66000000
2023,4,8,14,59,28016.09000000
2023,4,8,15,0,28016.09000000
2023,4,8,15,1,28016.10000000
2023,4,8,15,2,28016.09000000
2023,4,8,15,3,28007.22000000
2023,4,8,15,4,28007.71000000
2023,4,8,15,5,28006.95000000
2023,4,8,15,6,28006.14000000
2023,4,8,15,7,28005.48000000
2023,4,8,15,8,27995.53000000
2023,4,8,15,9,27995.51000000
2023,4,8,15,10,27995.50000000
2023,4,8,15,11,27995.50000000
2023,4,8,15,12,27995.50000000
2023,4,8,15,13,27995.50000000
2023,4,8,15,14,27993.60000000
2023,4,8,15,15,27994.73000000
2023,4,8,15,16,27994.73000000
2023,4,8,15,17,27994.74000000
2023,4,8,15,18,27989.99000000
2023,4,8,15,19,27990.00000000
2023,4,8,15,20,27988.22000000
2023,4,8,15,21,27989.90000000
2023,4,8,15,22,27989.90000000
2023,4,8,15,23,28002.00000000
2023,4,8,15,24,28003.28000000
2023,4,8,15,25,28003.29000000
2023,4,8,15,26,28003.28000000
2023,4,8,15,27,28003.84000000
2023,4,8,15,28,28005.13000000
2023,4,8,15,29,28005.57000000
2023,4,8,15,30,28005.57000000
2023,4,8,15,31,28002.06000000
2023,4,8,15,32,28003.00000000
2023,4,8,15,33,28003.01000000
2023,4,8,15,34,28003.03000000
2023,4,8,15,35,28006.68000000
2023,4,8,15,36,28016.96000000
2023,4,8,15,37,28020.35000000
2023,4,8,15,38,28019.84000000
2023,4,8,15,39,28012.74000000
2023,4,8,15,40,28005.53000000
2023,4,8,15,41,28004.47000000
2023,4,8,15,42,28003.02000000
2023,4,8,15,43,27995.13000000
2023,4,8,15,44,27962.95000000
2023,4,8,15,45,27962.96000000
2023,4,8,15,46,27966.61000000
2023,4,8,15,47,27974.13000000
2023,4,8,15,48,27986.14000000
2023,4,8,15,49,27985.26000000
2023,4,8,15,50,27982.07000000
2023,4,8,15,51,27981.18000000
2023,4,8,15,52,27983.46000000
2023,4,8,15,53,27991.98000000
2023,4,8,15,54,28000.21000000
2023,4,8,15,55,27999.65000000
2023,4,8,15,56,27999.65000000
2023,4,8,15,57,28000.17000000
2023,4,8,15,58,28000.17000000
2023,4,8,15,59,27987.57000000
2023,4,8,16,0,27986.35000000
2023,4,8,16,1,27992.73000000
2023,4,8,16,2,27992.74000000
2023,4,8,16,3,27992.89000000
2023,4,8,16,4,27992.89000000
2023,4,8,16,5,27992.96000000
2023,4,8,16,6,27992.62000000
2023,4,8,16,7,27992.58000000
2023,4,8,16,8,27992.59000000
2023,4,8,16,9,27993.29000000
2023,4,8,16,10,27999.99000000
2023,4,8,16,11,27999.99000000
2023,4,8,16,12,27999.97000000
2023,4,8,16,13,27999.97000000
2023,4,8,16,14,27997.92000000
2023,4,8,16,15,27997.93000000
2023,4,8,16,16,27997.93000000
2023,4,8,16,17,27997.93000000
2023,4,8,16,18,27997.99000000
2023,4,8,16,19,27997.99000000
2023,4,8,16,20,27997.99000000
2023,4,8,16,21,27996.58000000
2023,4,8,16,22,27995.73000000
2023,4,8,16,23,27995.74000000
2023,4,8,16,24,27994.95000000
2023,4,8,16,25,27986.29000000
2023,4,8,16,26,27986.16000000
2023,4,8,16,27,27984.13000000
2023,4,8,16,28,27980.42000000
2023,4,8,16,29,27980.40000000
2023,4,8,16,30,27972.07000000
2023,4,8,16,31,27972.41000000
2023,4,8,16,32,27976.83000000
2023,4,8,16,33,27992.74000000
2023,4,8,16,34,27991.25000000
2023,4,8,16,35,27995.13000000
2023,4,8,16,36,27995.14000000
2023,4,8,16,37,27995.68000000
2023,4,8,16,38,27995.14000000
2023,4,8,16,39,27994.50000000
2023,4,8,16,40,27993.81000000
2023,4,8,16,41,27994.00000000
2023,4,8,16,42,28002.26000000
2023,4,8,16,43,28002.70000000
2023,4,8,16,44,28002.99000000
2023,4,8,16,45,28002.99000000
2023,4,8,16,46,28002.99000000
2023,4,8,16,47,28009.99000000
2023,4,8,16,48,28018.31000000
2023,4,8,16,49,28028.40000000
2023,4,8,16,50,28035.56000000
2023,4,8,16,51,28035.57000000
2023,4,8,16,52,28024.45000000
2023,4,8,16,53,28024.89000000
2023,4,8,16,54,28019.37000000
2023,4,8,16,55,28020.82000000
2023,4,8,16,56,28020.66000000
2023,4,8,16,57,28020.66000000
2023,4,8,16,58,28020.66000000
2023,4,8,16,59,28020.66000000
2023,4,8,17,0,28018.82000000
2023,4,8,17,1,28018.82000000
2023,4,8,17,2,28031.77000000
2023,4,8,17,3,28031.75000000
2023,4,8,17,4,28031.75000000
2023,4,8,17,5,28025.15000000
2023,4,8,17,6,28018.96000000
2023,4,8,17,7,28017.59000000
2023,4,8,17,8,28026.40000000
2023,4,8,17,9,28026.78000000
2023,4,8,17,10,28027.32000000
2023,4,8,17,11,28024.68000000
2023,4,8,17,12,28024.68000000
2023,4,8,17,13,28024.68000000
2023,4,8,17,14,28021.75000000
2023,4,8,17,15,28010.75000000
2023,4,8,17,16,28010.67000000
2023,4,8,17,17,28024.66000000
2023,4,8,17,18,28024.67000000
2023,4,8,17,19,28025.66000000
2023,4,8,17,20,28030.71000000
2023,4,8,17,21,28030.71000000
2023,4,8,17,22,28030.79000000
2023,4,8,17,23,28041.00000000
2023,4,8,17,24,28040.56000000
2023,4,8,17,25,28040.99000000
2023,4,8,17,26,28048.86000000
2023,4,8,17,27,28057.00000000
2023,4,8,17,28,28049.55000000
2023,4,8,17,29,28049.58000000
2023,4,8,17,30,28049.58000000
2023,4,8,17,31,28049.02000000
2023,4,8,17,32,28045.06000000
2023,4,8,17,33,28046.43000000
2023,4,8,17,34,28046.42000000
2023,4,8,17,35,28046.10000000
2023,4,8,17,36,28046.05000000
2023,4,8,17,37,28040.47000000
2023,4,8,17,38,28045.68000000
2023,4,8,17,39,28045.94000000
2023,4,8,17,40,28046.87000000
2023,4,8,17,41,28047.13000000
2023,4,8,17,42,28047.99000000
2023,4,8,17,43,28030.49000000
2023,4,8,17,44,28030.01000000
2023,4,8,17,45,28030.10000000
2023,4,8,17,46,28030.14000000
2023,4,8,17,47,28030.10000000
2023,4,8,17,48,28030.01000000
2023,4,8,17,49,28030.00000000
2023,4,8,17,50,28030.00000000
2023,4,8,17,51,28030.00000000
2023,4,8,17,52,28030.00000000
2023,4,8,17,53,28029.75000000
2023,4,8,17,54,28029.75000000
2023,4,8,17,55,28029.75000000
2023,4,8,17,56,28030.26000000
2023,4,8,17,57,28028.73000000
2023,4,8,17,58,28027.91000000
2023,4,8,17,59,28027.67000000
2023,4,8,18,0,28020.30000000
2023,4,8,18,1,28028.69000000
2023,4,8,18,2,28017.15000000
2023,4,8,18,3,28017.23000000
2023,4,8,18,4,28017.00000000
2023,4,8,18,5,28015.14000000
2023,4,8,18,6,28014.82000000
2023,4,8,18,7,28014.81000000
2023,4,8,18,8,28014.57000000
2023,4,8,18,9,28014.58000000
2023,4,8,18,10,28010.01000000
2023,4,8,18,11,28008.06000000
2023,4,8,18,12,27995.00000000
2023,4,8,18,13,27998.68000000
2023,4,8,18,14,28010.72000000
2023,4,8,18,15,27994.96000000
2023,4,8,18,16,27997.44000000
2023,4,8,18,17,28010.10000000
2023,4,8,18,18,28010.10000000
2023,4,8,18,19,28010.10000000
2023,4,8,18,20,28010.18000000
2023,4,8,18,21,28010.19000000
2023,4,8,18,22,28010.19000000
2023,4,8,18,23,28010.19000000
2023,4,8,18,24,28010.19000000
2023,4,8,18,25,28010.18000000
2023,4,8,18,26,28007.80000000
2023,4,8,18,27,28007.80000000
2023,4,8,18,28,28007.62000000
2023,4,8,18,29,28007.62000000
2023,4,8,18,30,28007.52000000
2023,4,8,18,31,28007.51000000
2023,4,8,18,32,27997.76000000
2023,4,8,18,33,27997.75000000
2023,4,8,18,34,27997.76000000
2023,4,8,18,35,27999.42000000
2023,4,8,18,36,27999.42000000
2023,4,8,18,37,27999.59000000
2023,4,8,18,38,27993.45000000
2023,4,8,18,39,27993.07000000
2023,4,8,18,40,27993.07000000
2023,4,8,18,41,27990.00000000
2023,4,8,18,42,27990.12000000
2023,4,8,18,43,27990.12000000
2023,4,8,18,44,27990.12000000
2023,4,8,18,45,28005.43000000
2023,4,8,18,46,28010.21000000
2023,4,8,18,47,28011.60000000
2023,4,8,18,48,28011.60000000
2023,4,8,18,49,28011.59000000
2023,4,8,18,50,28010.80000000
2023,4,8,18,51,28009.37000000
2023,4,8,18,52,28008.47000000
2023,4,8,18,53,28008.46000000
2023,4,8,18,54,28008.46000000
2023,4,8,18,55,28011.70000000
2023,4,8,18,56,28014.66000000
2023,4,8,18,57,28014.67000000
2023,4,8,18,58,28014.70000000
2023,4,8,18,59,28014.70000000
2023,4,8,19,0,28014.55000000
2023,4,8,19,1,28014.54000000
2023,4,8,19,2,28014.54000000
2023,4,8,19,3,28014.54000000
2023,4,8,19,4,28014.44000000
2023,4,8,19,5,28011.85000000
2023,4,8,19,6,28019.99000000
2023,4,8,19,7,28015.94000000
2023,4,8,19,8,28014.73000000
2023,4,8,19,9,28015.64000000
2023,4,8,19,10,28015.64000000
2023,4,8,19,11,28014.96000000
2023,4,8,19,12,28014.97000000
2023,4,8,19,13,28014.89000000
2023,4,8,19,14,28014.96000000
2023,4,8,19,15,28015.51000000
2023,4,8,19,16,28015.93000000
2023,4,8,19,17,28015.92000000
2023,4,8,19,18,28015.93000000
2023,4,8,19,19,28019.99000000
2023,4,8,19,20,28017.70000000
2023,4,8,19,21,28017.69000000
2023,4,8,19,22,28017.84000000
2023,4,8,19,23,28017.83000000
2023,4,8,19,24,28017.83000000
2023,4,8,19,25,28017.83000000
2023,4,8,19,26,28017.83000000
2023,4,8,19,27,28000.00000000
2023,4,8,19,28,27999.87000000
2023,4,8,19,29,27999.00000000
2023,4,8,19,30,27999.00000000
2023,4,8,19,31,27999.61000000
2023,4,8,19,32,28007.60000000
2023,4,8,19,33,27999.01000000
2023,4,8,19,34,27996.70000000
2023,4,8,19,35,27999.72000000
2023,4,8,19,36,27999.99000000
2023,4,8,19,37,28000.01000000
2023,4,8,19,38,28000.21000000
2023,4,8,19,39,28000.22000000
2023,4,8,19,40,28000.22000000
2023,4,8,19,41,28005.30000000
2023,4,8,19,42,28005.30000000
2023,4,8,19,43,28005.31000000
2023,4,8,19,44,28005.41000000
2023,4,8,19,45,28002.51000000
2023,4,8,19,46,28002.51000000
2023,4,8,19,47,28002.43000000
2023,4,8,19,48,28001.65000000
2023,4,8,19,49,28001.56000000
2023,4,8,19,50,28001.00000000
2023,4,8,19,51,28000.99000000
2023,4,8,19,52,28001.57000000
2023,4,8,19,53,28001.64000000
2023,4,8,19,54,28001.84000000
2023,4,8,19,55,28001.84000000
2023,4,8,19,56,28002.41000000
2023,4,8,19,57,28002.50000000
2023,4,8,19,58,28002.50000000
2023,4,8,19,59,28002.53000000
2023,4,8,20,0,28003.99000000
2023,4,8,20,1,28003.98000000
2023,4,8,20,2,28003.98000000
2023,4,8,20,3,28003.98000000
2023,4,8,20,4,28003.98000000
2023,4,8,20,5,28003.94000000
2023,4,8,20,6,28000.00000000
2023,4,8,20,7,28000.00000000
2023,4,8,20,8,28000.00000000
2023,4,8,20,9,28003.10000000
2023,4,8,20,10,28003.10000000
2023,4,8,20,11,28003.09000000
2023,4,8,20,12,28003.07000000
2023,4,8,20,13,27997.04000000
2023,4,8,20,14,28000.90000000
2023,4,8,20,15,28000.90000000
2023,4,8,20,16,28017.03000000
2023,4,8,20,17,27999.89000000
2023,4,8,20,18,27999.89000000
2023,4,8,20,19,27999.23000000
2023,4,8,20,20,27999.23000000
2023,4,8,20,21,27999.56000000
2023,4,8,20,22,27999.57000000
2023,4,8,20,23,27999.57000000
2023,4,8,20,24,27999.59000000
2023,4,8,20,25,27999.58000000
2023,4,8,20,26,27999.58000000
2023,4,8,20,27,27999.58000000
2023,4,8,20,28,27999.58000000
2023,4,8,20,29,27999.59000000
2023,4,8,20,30,27999.59000000
2023,4,8,20,31,27994.39000000
2023,4,8,20,32,27990.04000000
2023,4,8,20,33,27990.01000000
2023,4,8,20,34,27990.00000000
2023,4,8,20,35,27990.00000000
2023,4,8,20,36,27990.00000000
2023,4,8,20,37,27990.00000000
2023,4,8,20,38,27989.59000000
2023,4,8,20,39,27988.78000000
2023,4,8,20,40,27977.45000000
2023,4,8,20,41,27978.16000000
2023,4,8,20,42,27978.19000000
2023,4,8,20,43,27978.17000000
2023,4,8,20,44,27982.14000000
2023,4,8,20,45,27971.65000000
2023,4,8,20,46,27969.13000000
2023,4,8,20,47,27971.64000000
2023,4,8,20,48,27966.11000000
2023,4,8,20,49,27966.31000000
2023,4,8,20,50,27967.09000000
2023,4,8,20,51,27966.21000000
2023,4,8,20,52,27945.76000000
2023,4,8,20,53,27936.08000000
2023,4,8,20,54,27940.04000000
2023,4,8,20,55,27937.84000000
2023,4,8,20,56,27937.13000000
2023,4,8,20,57,27948.52000000
2023,4,8,20,58,27926.11000000
2023,4,8,20,59,27935.11000000
2023,4,8,21,0,27930.99000000
2023,4,8,21,1,27922.68000000
2023,4,8,21,2,27916.67000000
2023,4,8,21,3,27913.94000000
2023,4,8,21,4,27913.68000000
2023,4,8,21,5,27913.22000000
2023,4,8,21,6,27900.00000000
2023,4,8,21,7,27906.91000000
2023,4,8,21,8,27924.27000000
2023,4,8,21,9,27938.26000000
2023,4,8,21,10,27938.25000000
2023,4,8,21,11,27946.28000000
2023,4,8,21,12,27954.20000000
2023,4,8,21,13,27954.56000000
2023,4,8,21,14,27954.69000000
2023,4,8,21,15,27942.52000000
2023,4,8,21,16,27950.00000000
2023,4,8,21,17,27954.70000000
2023,4,8,21,18,27954.67000000
2023,4,8,21,19,27954.99000000
2023,4,8,21,20,27955.00000000
2023,4,8,21,21,27955.00000000
2023,4,8,21,22,27954.83000000
2023,4,8,21,23,27954.84000000
2023,4,8,21,24,27954.84000000
2023,4,8,21,25,27954.82000000
2023,4,8,21,26,27954.83000000
2023,4,8,21,27,27943.96000000
2023,4,8,21,28,27941.68000000
2023,4,8,21,29,27943.46000000
2023,4,8,21,30,27946.00000000
2023,4,8,21,31,27948.22000000
2023,4,8,21,32,27939.51000000
2023,4,8,21,33,27933.59000000
2023,4,8,21,34,27933.62000000
2023,4,8,21,35,27933.60000000
2023,4,8,21,36,27917.07000000
2023,4,8,21,37,27935.31000000
2023,4,8,21,38,27935.31000000
2023,4,8,21,39,27942.81000000
2023,4,8,21,40,27942.60000000
2023,4,8,21,41,27934.63000000
2023,4,8,21,42,27934.42000000
2023,4,8,21,43,27932.56000000
2023,4,8,21,44,27932.82000000
2023,4,8,21,45,27932.81000000
2023,4,8,21,46,27932.81000000
2023,4,8,21,47,27931.60000000
2023,4,8,21,48,27929.74000000
2023,4,8,21,49,27917.28000000
2023,4,8,21,50,27909.63000000
2023,4,8,21,51,27878.96000000
2023,4,8,21,52,27896.49000000
2023,4,8,21,53,27894.59000000
2023,4,8,21,54,27901.55000000
2023,4,8,21,55,27894.35000000
2023,4,8,21,56,27894.29000000
2023,4,8,21,57,27892.32000000
2023,4,8,21,58,27892.32000000
2023,4,8,21,59,27904.38000000
2023,4,8,22,0,27880.50000000
2023,4,8,22,1,27878.79000000
2023,4,8,22,2,27910.13000000
2023,4,8,22,3,27912.84000000
2023,4,8,22,4,27905.48000000
2023,4,8,22,5,27900.98000000
2023,4,8,22,6,27905.48000000
2023,4,8,22,7,27913.49000000
2023,4,8,22,8,27915.84000000
2023,4,8,22,9,27916.52000000
2023,4,8,22,10,27917.18000000
2023,4,8,22,11,27917.18000000
2023,4,8,22,12,27916.14000000
2023,4,8,22,13,27926.81000000
2023,4,8,22,14,27938.46000000
2023,4,8,22,15,27929.37000000
2023,4,8,22,16,27929.38000000
2023,4,8,22,17,27929.38000000
2023,4,8,22,18,27930.19000000
2023,4,8,22,19,27925.74000000
2023,4,8,22,20,27925.15000000
2023,4,8,22,21,27924.72000000
2023,4,8,22,22,27918.65000000
2023,4,8,22,23,27906.08000000
2023,4,8,22,24,27921.90000000
2023,4,8,22,25,27921.99000000
2023,4,8,22,26,27927.59000000
2023,4,8,22,27,27926.47000000
2023,4,8,22,28,27926.48000000
2023,4,8,22,29,27925.97000000
2023,4,8,22,30,27925.98000000
2023,4,8,22,31,27925.98000000
2023,4,8,22,32,27914.68000000
2023,4,8,22,33,27914.64000000
2023,4,8,22,34,27914.34000000
2023,4,8,22,35,27909.74000000
2023,4,8,22,36,27909.73000000
2023,4,8,22,37,27906.00000000
2023,4,8,22,38,27905.79000000
2023,4,8,22,39,27906.00000000
2023,4,8,22,40,27904.61000000
2023,4,8,22,41,27906.00000000
2023,4,8,22,42,27924.88000000
2023,4,8,22,43,27924.88000000
2023,4,8,22,44,27926.35000000
2023,4,8,22,45,27926.47000000
2023,4,8,22,46,27926.47000000
2023,4,8,22,47,27926.47000000
2023,4,8,22,48,27926.47000000
2023,4,8,22,49,27926.57000000
2023,4,8,22,50,27926.58000000
2023,4,8,22,51,27952.16000000
2023,4,8,22,52,27952.16000000
2023,4,8,22,53,27952.11000000
2023,4,8,22,54,27936.61000000
2023,4,8,22,55,27927.62000000
2023,4,8,22,56,27922.20000000
2023,4,8,22,57,27919.69000000
2023,4,8,22,58,27922.28000000
2023,4,8,22,59,27924.13000000
2023,4,8,23,0,27924.88000000
2023,4,8,23,1,27927.96000000
2023,4,8,23,2,27929.29000000
2023,4,8,23,3,27929.29000000
2023,4,8,23,4,27929.29000000
2023,4,8,23,5,27931.87000000
2023,4,8,23,6,27932.71000000
2023,4,8,23,7,27937.16000000
2023,4,8,23,8,27937.17000000
2023,4,8,23,9,27939.13000000
2023,4,8,23,10,27937.33000000
2023,4,8,23,11,27937.33000000
2023,4,8,23,12,27937.41000000
2023,4,8,23,13,27937.40000000
2023,4,8,23,14,27937.46000000
2023,4,8,23,15,27945.81000000
2023,4,8,23,16,27950.33000000
2023,4,8,23,17,27951.91000000
2023,4,8,23,18,27953.72000000
2023,4,8,23,19,27954.99000000
2023,4,8,23,20,27939.66000000
2023,4,8,23,21,27939.66000000
2023,4,8,23,22,27939.65000000
2023,4,8,23,23,27939.66000000
2023,4,8,23,24,27936.01000000
2023,4,8,23,25,27936.00000000
2023,4,8,23,26,27936.03000000
2023,4,8,23,27,27933.90000000
2023,4,8,23,28,27953.98000000
2023,4,8,23,29,27953.98000000
2023,4,8,23,30,27948.94000000
2023,4,8,23,31,27948.94000000
2023,4,8,23,32,27936.08000000
2023,4,8,23,33,27939.25000000
2023,4,8,23,34,27938.75000000
2023,4,8,23,35,27945.14000000
2023,4,8,23,36,27947.45000000
2023,4,8,23,37,27947.44000000
2023,4,8,23,38,27946.73000000
2023,4,8,23,39,27946.73000000
2023,4,8,23,40,27937.34000000
2023,4,8,23,41,27936.35000000
2023,4,8,23,42,27936.36000000
2023,4,8,23,43,27936.36000000
2023,4,8,23,44,27936.35000000
2023,4,8,23,45,27928.53000000
2023,4,8,23,46,27922.49000000
2023,4,8,23,47,27922.70000000
2023,4,8,23,48,27921.65000000
2023,4,8,23,49,27913.83000000
2023,4,8,23,50,27919.20000000
2023,4,8,23,51,27921.22000000
2023,4,8,23,52,27921.22000000
2023,4,8,23,53,27923.32000000
2023,4,8,23,54,27925.80000000
2023,4,8,23,55,27924.78000000
2023,4,8,23,56,27924.76000000
2023,4,8,23,57,27925.00000000
2023,4,8,23,58,27924.99000000
2023,4,8,23,59,27911.69000000
2023,4,9,0,0,27911.70000000
2023,4,9,0,1,27910.97000000
2023,4,9,0,2,27917.40000000
2023,4,9,0,3,27920.00000000
2023,4,9,0,4,27919.99000000
2023,4,9,0,5,27919.44000000
2023,4,9,0,6,27919.44000000
2023,4,9,0,7,27919.44000000
2023,4,9,0,8,27919.43000000
2023,4,9,0,9,27918.80000000
2023,4,9,0,10,27918.79000000
2023,4,9,0,11,27920.80000000
2023,4,9,0,12,27922.78000000
2023,4,9,0,13,27926.46000000
2023,4,9,0,14,27931.79000000
2023,4,9,0,15,27935.07000000
2023,4,9,0,16,27935.07000000
2023,4,9,0,17,27935.08000000
2023,4,9,0,18,27935.08000000
2023,4,9,0,19,27935.08000000
2023,4,9,0,20,27925.83000000
2023,4,9,0,21,27925.82000000
2023,4,9,0,22,27926.77000000
2023,4,9,0,23,27926.93000000
2023,4,9,0,24,27926.94000000
2023,4,9,0,25,27926.93000000
2023,4,9,0,26,27928.62000000
2023,4,9,0,27,27928.06000000
2023,4,9,0,28,27925.84000000
2023,4,9,0,29,27925.21000000
2023,4,9,0,30,27920.49000000
2023,4,9,0,31,27917.60000000
2023,4,9,0,32,27916.73000000
2023,4,9,0,33,27916.64000000
2023,4,9,0,34,27916.64000000
2023,4,9,0,35,27916.65000000
2023,4,9,0,36,27916.64000000
2023,4,9,0,37,27916.64000000
2023,4,9,0,38,27916.65000000
2023,4,9,0,39,27916.64000000
2023,4,9,0,40,27916.66000000
2023,4,9,0,41,27918.12000000
2023,4,9,0,42,27919.23000000
2023,4,9,0,43,27920.00000000
2023,4,9,0,44,27919.45000000
2023,4,9,0,45,27920.00000000
2023,4,9,0,46,27921.00000000
2023,4,9,0,47,27922.57000000
2023,4,9,0,48,27922.91000000
2023,4,9,0,49,27922.99000000
2023,4,9,0,50,27923.50000000
2023,4,9,0,51,27923.50000000
2023,4,9,0,52,27929.13000000
2023,4,9,0,53,27929.15000000
2023,4,9,0,54,27929.80000000
2023,4,9,0,55,27929.78000000
2023,4,9,0,56,27929.77000000
2023,4,9,0,57,27929.78000000
2023,4,9,0,58,27929.80000000
2023,4,9,0,59,27929.80000000
2023,4,9,1,0,27929.81000000
2023,4,9,1,1,27935.07000000
2023,4,9,1,2,27929.41000000
2023,4,9,1,3,27929.18000000
2023,4,9,1,4,27920.00000000
2023,4,9,1,5,27916.74000000
2023,4,9,1,6,27916.75000000
2023,4,9,1,7,27920.81000000
2023,4,9,1,8,27927.96000000
2023,4,9,1,9,27927.97000000
2023,4,9,1,10,27927.97000000
2023,4,9,1,11,27927.97000000
2023,4,9,1,12,27927.96000000
2023,4,9,1,13,27927.97000000
2023,4,9,1,14,27927.78000000
2023,4,9,1,15,27921.40000000
2023,4,9,1,16,27922.09000000
2023,4,9,1,17,27922.72000000
2023,4,9,1,18,27922.71000000
2023,4,9,1,19,27922.71000000
2023,4,9,1,20,27922.73000000
2023,4,9,1,21,27922.72000000
2023,4,9,1,22,27922.74000000
2023,4,9,1,23,27922.82000000
2023,4,9,1,24,27916.66000000
2023,4,9,1,25,27911.51000000
2023,4,9,1,26,27899.88000000
2023,4,9,1,27,27896.70000000
2023,4,9,1,28,27896.14000000
2023,4,9,1,29,27888.71000000
2023,4,9,1,30,27885.87000000
2023,4,9,1,31,27886.42000000
2023,4,9,1,32,27898.22000000
2023,4,9,1,33,27902.58000000
2023,4,9,1,34,27903.75000000
2023,4,9,1,35,27902.22000000
2023,4,9,1,36,27896.14000000
2023,4,9,1,37,27900.93000000
2023,4,9,1,38,27910.17000000
2023,4,9,1,39,27913.24000000
2023,4,9,1,40,27913.24000000
2023,4,9,1,41,27913.23000000
2023,4,9,1,42,27913.24000000
2023,4,9,1,43,27915.58000000
2023,4,9,1,44,27915.59000000
2023,4,9,1,45,27915.03000000
2023,4,9,1,46,27915.02000000
2023,4,9,1,47,27915.03000000
2023,4,9,1,48,27918.00000000
2023,4,9,1,49,27918.00000000
2023,4,9,1,50,27918.12000000
2023,4,9,1,51,27920.00000000
2023,4,9,1,52,27921.00000000
2023,4,9,1,53,27921.04000000
2023,4,9,1,54,27933.71000000
2023,4,9,1,55,27935.79000000
2023,4,9,1,56,27935.80000000
2023,4,9,1,57,27935.97000000
2023,4,9,1,58,27942.19000000
2023,4,9,1,59,27937.77000000
2023,4,9,2,0,27933.07000000
2023,4,9,2,1,27933.07000000
2023,4,9,2,2,27937.75000000
2023,4,9,2,3,27950.71000000
2023,4,9,2,4,27953.97000000
2023,4,9,2,5,27941.15000000
2023,4,9,2,6,27943.23000000
2023,4,9,2,7,27961.96000000
2023,4,9,2,8,27972.52000000
2023,4,9,2,9,27975.36000000
2023,4,9,2,10,27974.01000000
2023,4,9,2,11,27969.06000000
2023,4,9,2,12,27969.54000000
2023,4,9,2,13,27969.55000000
